BasinID,dwnBasinID,Area_km2,Shape_Leng,ws2024tl,ws3024tl,ws4024tl,ws2028tl,ws3028tl,ws4028tl,ws2038tl,ws3038tl,ws4038tl,Shape_Le_1,Shape_Area,FacilityID,Latitude,Longitude,Formatted Address,State,County
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,514,36.07635399,-79.96528304,"7628 Thorndike Rd, Greensboro, NC 27409, USA",North Carolina,Guilford County
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,515,44.09228601,-121.308271,"63140 Britta St Suite D104, Bend, OR 97703, USA",,
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,516,32.94981999,-96.83536304,"4350 N Beltwood Pkwy, Farmers Branch, TX 75244, USA",Texas,Dallas County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,517,32.99958599,-96.72684698,"500 W Renner Rd, Richardson, TX 75080, USA",Texas,Collin County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,518,37.39166801,-121.923623,"2581 Junction Ave, San Jose, CA 95134, USA",California,Santa Clara County
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,520,42.42368095,-71.25111311,"152 Spring St, Lexington, MA 02421, USA",Massachusetts,Middlesex County
10584,0,9734,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),7.552424947,1.031472721,521,40.76169001,-111.827531,"360 Wakara Way, Salt Lake City, UT 84108, USA",Utah,Salt Lake County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,522,42.33995502,-71.62946156,"55 Bearfoot Rd, Northborough, MA 01532, USA",Massachusetts,Worcester County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,523,42.63804312,-71.18653891,"350 Lowell St, Andover, MA 01810, USA",Massachusetts,Essex County
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,524,42.37111454,-71.21417245,"26 Seyon St, Waltham, MA 02453, USA",Massachusetts,Middlesex County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,549,37.37695098,-121.996801,"3070 Lawrence Expy, Santa Clara, CA 95051, USA",California,Santa Clara County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,550,37.429151,-121.892904,"475 S Hillview Dr, Milpitas, CA 95035, USA",California,Santa Clara County
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,551,34.41938,-119.69905,"729 State St, Santa Barbara, CA 93101, USA",California,Santa Barbara County
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,555,38.99080555,-76.85121146,"8900 Greenbelt Rd, Lanham, MD 20706, USA",Maryland,Prince George's County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,559,37.39625601,-121.930997,"2911 Zanker Rd #2901, San Jose, CA 95134, USA",,
9814,0,2874,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Low-medium (10-20%),3.629211063,0.307815228,562,40.74282281,-74.17625934,"321 Dr Martin Luther King Jr Blvd, Newark, NJ 07102, USA",New Jersey,Essex County
11780,11778,24943,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.22138354,2.771266192,563,43.1028893,-76.04634743,"85 Collamer Crossing Pkwy, East Syracuse, NY 13057, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,564,37.39695498,-121.922422,"683 River Oaks Pkwy, San Jose, CA 95131, USA",California,Santa Clara County
10586,0,3829,0,Medium-high (20-40%),Low-medium (10-20%),Low-medium (10-20%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Low-medium (10-20%),Medium-high (20-40%),5.051840791,0.397327189,581,38.47996795,-122.7105725,"1400 Fountaingrove Pkwy, Santa Rosa, CA 95403, USA",California,Sonoma County
9810,0,1498,0,High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),2.773774135,0.162816757,587,41.94654478,-71.13411363,"200 John Hancock Rd, Taunton, MA 02780, USA",Massachusetts,Bristol County
9814,0,2874,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Low-medium (10-20%),3.629211063,0.307815228,589,40.86555399,-73.99386996,"1 Willow Tree Rd, Leonia, NJ 07605, USA",New Jersey,Bergen County
11704,11699,19984,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.77762076,1.908949523,602,32.34785698,-111.079453,"7755 N Casa Grande Hwy, Tucson, AZ 85743, USA",Arizona,Pima County
10609,0,1788,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),3.006304943,0.182403559,605,37.689675,-121.77668,"866 N M St, Livermore, CA 94551, USA",California,Alameda County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,613,37.47846199,-121.947605,"4038 Clipper Ct, Fremont, CA 94538, USA",California,Alameda County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,616,42.57082344,-71.37993071,"16 Maple Rd, Chelmsford, MA 01824, USA",Massachusetts,Middlesex County
10965,0,1684,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.541052186,0.163436435,617,33.63051909,-117.8737213,"45 Sea Island Dr, Newport Beach, CA 92660, USA",California,Orange County
10794,0,19161,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.88004101,1.742686004,618,28.44444398,-81.459395,"5610 W Sand Lake Rd, Orlando, FL 32819, USA",,
10794,0,19161,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.88004101,1.742686004,619,28.44444398,-81.459395,"5610 W Sand Lake Rd, Orlando, FL 32819, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,620,37.414079,-121.948479,"80 Rose Orchard Way, San Jose, CA 95134, USA",California,Santa Clara County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,621,37.39293402,-121.885132,"1873, 1750 Automation Pkwy, San Jose, CA 95131, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,622,37.37902802,-121.93282,"93H8+JV San Jose, CA, USA",,
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,632,42.63612349,-71.31626119,"100 Chelmsford St, Lowell, MA 01851, USA",Massachusetts,Middlesex County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,636,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",Texas,Dallas County
11637,11635,21664,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),14.22542349,2.116871568,638,33.69888166,-96.59621835,"US-75, Sherman, TX 75090, USA",Texas,Grayson County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,640,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",Texas,Dallas County
10064,0,249,0,Medium-high (20-40%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),1.130270115,0.027808225,641,43.64236686,-70.32269804,"JMRG+WW South Portland, ME, USA",,
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,642,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",Texas,Dallas County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,645,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",Texas,Dallas County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,647,32.99995601,-96.72019703,"300 W Renner Rd, Richardson, TX 75080, USA",Texas,Collin County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,648,32.99764998,-96.72224004,"398 W Renner Rd, Richardson, TX 75080, USA",Texas,Collin County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,650,37.44572198,-121.91818,"505 Fairview Way, Milpitas, CA 95035, USA",California,Santa Clara County
10588,0,2306,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Low-medium (10-20%),4.451257182,0.239519534,652,39.143496,-76.806822,"8300 Stayton Dr, Jessup, MD 20794, USA",Maryland,Howard County
12018,12006,50895,0,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),19.80241993,5.955286638,654,44.99381559,-93.27599344,"1411 West River Rd N, Minneapolis, MN 55411, USA",Minnesota,Hennepin County
10798,0,26611,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),11.49745933,2.472115171,672,29.47157633,-98.67406024,"9554 Westover Hills Blvd, San Antonio, TX 78251, USA",Texas,Bexar County
10965,0,1684,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.541052186,0.163436435,673,33.66301602,-117.859702,"4321 Jamboree Rd, Newport Beach, CA 92660, USA",California,Orange County
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,679,34.4328172,-119.8611612,"110 Castilian Dr #102, Goleta, CA 93117, USA",,
9815,0,2779,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.924552511,0.295675545,681,40.33497043,-74.50398017,"2601 US-130, Cranbury, NJ 08512, USA",New Jersey,Middlesex County
12035,11905,4736,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),7.653704137,0.492308593,684,38.77697,-121.310833,"7501 Foothills Blvd, Roseville, CA 95747, USA",California,Placer County
12035,11905,4736,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),7.653704137,0.492308593,685,38.77697,-121.310833,"7501 Foothills Blvd, Roseville, CA 95747, USA",California,Placer County
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,692,45.61797029,-122.4518268,"JG9X+57 Camas, WA, USA",,
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,701,30.21783601,-97.71287303,"2706 Montopolis Dr, Austin, TX 78741, USA",Texas,Travis County
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,703,44.84680901,-93.23602596,"2411 E 86th St, Bloomington, MN 55425, USA",Minnesota,Hennepin County
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,705,44.84680901,-93.23602596,"2411 E 86th St, Bloomington, MN 55425, USA",Minnesota,Hennepin County
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,707,34.18720801,-118.927667,"2421 W Hillcrest Dr, Thousand Oaks, CA 91320, USA",California,Ventura County
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,708,42.49930422,-71.16457447,"20 Sylvan Rd, Woburn, MA 01801, USA",Massachusetts,Middlesex County
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,709,42.49930422,-71.16457447,"20 Sylvan Rd, Woburn, MA 01801, USA",Massachusetts,Middlesex County
10668,0,1827,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.033580204,0.17841266,721,33.87905798,-118.017857,"14701 Firestone Blvd, La Mirada, CA 90638, USA",California,
10609,0,1788,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),3.006304943,0.182403559,733,37.55003598,-122.062164,"6500 Kaiser Dr #110, Fremont, CA 94555, USA",,
10666,0,2156,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.566632159,0.210781837,734,34.29784301,-118.412227,"12500 Gladstone Ave, Sylmar, CA 91342, USA",California,
10666,0,2156,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.566632159,0.210781837,735,34.29784301,-118.412227,"12500 Gladstone Ave, Sylmar, CA 91342, USA",California,
9815,0,2779,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.924552511,0.295675545,736,40.32856899,-74.63269998,"189-191 Washington Rd, Princeton, NJ 08540, USA",,
10973,0,2347,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.974376126,0.238650617,737,37.45677499,-122.175397,"555 Middlefield Rd, Menlo Park, CA 94025, USA",California,San Mateo County
10870,0,3431,0,High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),7.156217448,0.315364778,738,27.762153,-82.63097501,"341 8th Ave SE, St. Petersburg, FL 33701, USA",Florida,Pinellas County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,761,37.40136142,-121.9144316,"1804 McCarthy Blvd, Milpitas, CA 95035, USA",California,Santa Clara County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,765,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,766,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,767,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,768,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,769,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,770,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,771,42.6724414,-73.8269429,"82 Avon St, Albany, NY 12203, USA",New York,Albany County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,772,43.13250143,-75.22599221,"529 Woodhaven Rd, Utica, NY 13502, USA",New York,Oneida County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,773,42.69053357,-73.83079199,"Fuller Rd, Albany, NY 12203, USA",New York,Albany County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,787,32.95219702,-96.83167701,"15050 E Beltwood Pkwy, Addison, TX 75001, USA",Texas,Dallas County
10973,0,2347,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.974376126,0.238650617,804,37.41016201,-122.079436,"1274 Terra Bella Ave, Mountain View, CA 94043, USA",California,Santa Clara County
10975,0,961,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.558573211,0.098364523,806,37.62312002,-122.126077,"3980 Trust Way, Hayward, CA 94545, USA",California,Alameda County
10859,0,4403,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),14.1019162,0.406466901,815,28.03896401,-80.60113397,"1650 Robert J Conlan Blvd NE, Palm Bay, FL 32905, USA",Florida,Brevard County
10536,0,13343,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),9.338758104,1.462623567,822,42.362408,-122.878974,"943 Automation Way, Medford, OR 97504, USA",Oregon,Jackson County
10536,0,13343,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),9.338758104,1.462623567,823,42.32356,-122.87561,"333 W 8th St, Medford, OR 97501, USA",Oregon,Jackson County
11780,11778,24943,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.22138354,2.771266192,833,42.48509568,-76.4603308,"36 Thornwood Dr, Ithaca, NY 14850, USA",New York,Tompkins County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,835,30.37499699,-97.63750899,"12100 Samsung Blvd, Austin, TX 78754, USA",Texas,Travis County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,836,30.37499699,-97.63750899,"12100 Samsung Blvd, Austin, TX 78754, USA",Texas,Travis County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,839,37.40894802,-121.947191,"85 W Tasman Dr, San Jose, CA 95134, USA",California,Santa Clara County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,841,30.37499699,-97.63750899,"12100 Samsung Blvd, Austin, TX 78754, USA",Texas,Travis County
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,848,35.060742,-106.534688,"1101 Eubank Blvd SE, Albuquerque, NM 87116, USA",New Mexico,Bernalillo County
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,849,35.060742,-106.534688,"1101 Eubank Blvd SE, Albuquerque, NM 87116, USA",New Mexico,Bernalillo County
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,858,44.86104299,-93.34440397,"7801 Computer Ave, Minneapolis, MN 55435, USA",,
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,859,44.86104299,-93.34440397,"7801 Computer Ave, Minneapolis, MN 55435, USA",,
