points_id,latitude,longitude,formatted address,zip code,state,county,major_basin_name,minor_basin_name,pfaf_id,bws_cat1,bwd_cat1,iav_cat1,sev_cat1,gtd_cat1,rfr_cat1,cfr_cat1,drr_cat1,ucw_cat1,cep_cat1,udw_cat1,usa_cat1,rri_cat1,w_awr_def_qan_cat1,w_awr_def_qal_cat1,w_awr_def_rrr_cat1,w_awr_def_tot_cat1,w_awr_agr_qan_cat1,w_awr_agr_qal_cat1,w_awr_agr_rrr_cat1,w_awr_agr_tot_cat1,w_awr_che_qan_cat1,w_awr_che_qal_cat1,w_awr_che_rrr_cat1,w_awr_che_tot_cat1,w_awr_con_qan_cat1,w_awr_con_qal_cat1,w_awr_con_rrr_cat1,w_awr_con_tot_cat1,w_awr_elp_qan_cat1,w_awr_elp_qal_cat1,w_awr_elp_rrr_cat1,w_awr_elp_tot_cat1,w_awr_fnb_qan_cat1,w_awr_fnb_qal_cat1,w_awr_fnb_rrr_cat1,w_awr_fnb_tot_cat1,w_awr_min_qan_cat1,w_awr_min_qal_cat1,w_awr_min_rrr_cat1,w_awr_min_tot_cat1,w_awr_ong_qan_cat1,w_awr_ong_qal_cat1,w_awr_ong_rrr_cat1,w_awr_ong_tot_cat1,w_awr_smc_qan_cat1,w_awr_smc_qal_cat1,w_awr_smc_rrr_cat1,w_awr_smc_tot_cat1,w_awr_tex_qan_cat1,w_awr_tex_qal_cat1,w_awr_tex_rrr_cat1,w_awr_tex_tot_cat1,bws_cat,bwd_cat,iav_cat,sev_cat,gtd_cat,rfr_cat,cfr_cat,drr_cat,ucw_cat,cep_cat,udw_cat,usa_cat,rri_cat,w_awr_def_qan_cat,w_awr_def_qal_cat,w_awr_def_rrr_cat,w_awr_def_tot_cat,w_awr_agr_qan_cat,w_awr_agr_qal_cat,w_awr_agr_rrr_cat,w_awr_agr_tot_cat,w_awr_che_qan_cat,w_awr_che_qal_cat,w_awr_che_rrr_cat,w_awr_che_tot_cat,w_awr_con_qan_cat,w_awr_con_qal_cat,w_awr_con_rrr_cat,w_awr_con_tot_cat,w_awr_elp_qan_cat,w_awr_elp_qal_cat,w_awr_elp_rrr_cat,w_awr_elp_tot_cat,w_awr_fnb_qan_cat,w_awr_fnb_qal_cat,w_awr_fnb_rrr_cat,w_awr_fnb_tot_cat,w_awr_min_qan_cat,w_awr_min_qal_cat,w_awr_min_rrr_cat,w_awr_min_tot_cat,w_awr_ong_qan_cat,w_awr_ong_qal_cat,w_awr_ong_rrr_cat,w_awr_ong_tot_cat,w_awr_smc_qan_cat,w_awr_smc_qal_cat,w_awr_smc_rrr_cat,w_awr_smc_tot_cat,w_awr_tex_qan_cat,w_awr_tex_qal_cat,w_awr_tex_rrr_cat,w_awr_tex_tot_cat
81,37.470093,-121.920123,"235 Whitney Pl, Fremont, CA 94539, USA",94539,CA,Alameda County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1
82,43.12398198,-89.33193,"1810 Wright St, Madison, WI 53704, USA",53704,WI,Dane County,Mississippi - Missouri,Upper Rock,742872,3,1,2,2,-9999,0,0,2,0,3,0,0,0,3,1,1,2,3,2,1,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,1,3,0,1,1,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1
83,37.144331,-121.653182,"18573 Serene Dr, Morgan Hill, CA 95037, USA",95037,CA,Santa Clara County,California,Pajaro,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1
84,42.72770098,-71.43321204,"25 Sagamore Park Rd, Hudson, NH 03051, USA",3051,NH,Hillsborough County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1,1,0,-9999,1,0,1,0,1,1,0,0,3,0,1,1,3,1,1,1,2,0,1,1,2,0,1,1,2,1,1,1,3,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1
85,45.50212698,-122.824626,"2525 SW Alan Blumlein Way, Beaverton, OR 97077, USA",97077,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
86,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",92647,CA,Orange County,California,Seal Beach,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
87,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",92647,CA,Orange County,California,Seal Beach,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
88,33.77606797,-84.3977486,"Bunger-Henry Bldg, Atlanta, GA 30332, USA",30332,GA,Fulton County,"Gulf of Mexico, North Atlantic Coast",Chattahoochee,732609,2,1,1,0,-9999,0,0,1,0,1,0,0,0,2,0,0,1,2,1,0,1,1,0,1,0,2,0,1,1,2,1,1,1,2,0,1,1,1,0,1,0,0,0,1,0,2,0,1,1,2,0,1,0,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
89,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",92647,CA,Orange County,California,Seal Beach,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
90,37.40311501,-121.916318,"1701 McCarthy Blvd, Milpitas, CA 95035, USA",95035,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
91,33.417289,-111.972104,"2343 W Medtronic Way, Tempe, AZ 85281, USA",85281,AZ,Maricopa County,"North America, Colorado",Lower Salt,772221,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
92,35.92311207,-78.86506795,"15 TW Alexander Dr, Durham, NC 27703, USA",27703,NC,Durham County,"Gulf of Mexico, North Atlantic Coast",Haw,732180,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
93,37.37774898,-121.917685,"2108 Bering Dr bldg b, San Jose, CA 95131, USA",95131,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
94,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
95,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
96,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA",87124,NM,Sandoval County,RÃ­o Grande - Bravo,Grande / Albuquerque,752195,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
97,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,1,0,0,1,0,1,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,2,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,2,0,1,1
98,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA",85248,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,3,1,1,0,1,0,0,1,0,1,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,2,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,2,0,1,1
99,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,1,0,0,1,0,1,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,2,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,2,0,1,1
100,33.30711002,-111.931524,"5000 W Chandler Blvd, Chandler, AZ 85226, USA",85226,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,2,1,1,0,-9999,1,0,1,0,1,1,0,0,3,0,1,1,3,1,1,1,2,0,1,1,2,0,1,1,2,1,1,1,3,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1
101,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,1,0,1,1,0,1,0,2,0,1,1,2,1,1,1,3,0,1,1,1,0,1,0,1,0,1,0,2,0,1,1,2,0,1,0
102,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA",85248,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,3,1,2,0,1,2,1,1,0,1,0,0,0,3,0,0,1,3,0,0,1,3,0,1,1,3,0,0,1,3,0,1,2,3,0,1,2,3,0,1,1,3,0,1,0,3,0,1,1,3,0,1,1
103,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA",87124,NM,Sandoval County,RÃ­o Grande - Bravo,Grande / Albuquerque,752195,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,3,2,2,1,1,3,1,1,0,0,0,0,0,3,0,0,2,3,0,0,2,3,0,0,1,3,0,0,2,3,0,0,2,3,0,1,2,3,0,0,1,3,0,0,0,3,0,1,1,3,0,1,1
104,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,1,1,3,1,1,0,0,0,0,0,3,0,0,2,3,0,0,2,3,0,0,1,3,0,0,2,3,0,0,2,3,0,1,2,3,0,0,1,3,0,0,0,3,0,1,1,3,0,1,1
105,32.96749198,-96.70413999,"1250 E Collins Blvd, Richardson, TX 75081, USA",75081,TX,Dallas County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
106,33.10162,-96.67449,"501 W McDermott Dr, Allen, TX 75013, USA",75013,TX,Collin County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
107,33.08099598,-96.68036799,"111 Ridgemont Dr, Allen, TX 75002, USA",75002,TX,Collin County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
108,42.08137536,-71.88107908,"50 Old Webster Rd, Oxford, MA 01540, USA",1540,MA,Worcester County,Atlantic Ocean Seaboard,Quinebaug,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,3,1,1,1,-9999,3,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,3,0,0,1,3,0,0,1,3,1,0,2,3,0,1,2,3,0,0,1,2,0,0,0,3,0,1,1,3,0,1,1
109,40.61360299,-75.37788403,"119 Technology Dr, Bethlehem, PA 18015, USA",18015,PA,Northampton County,"United States, North Atlantic Coast",Lehigh,731506,2,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,1,0,1,0,2,1,0,1,2,3,1,1,3,2,1,2,1,1,1,0,1,0,1,0,2,1,1,1,2,1,1,1,2,1,1,0,-9999,0,0,1,0,1,0,0,0,2,0,0,1,2,1,0,1,1,0,1,0,2,0,1,1,2,1,1,1,2,0,1,1,1,0,1,0,0,0,1,0,2,0,1,1,2,0,1,0
110,40.53791101,-74.53918803,"145 Belmont Dr, Somerset, NJ 08873, USA",8873,NJ,Somerset County,"United States, North Atlantic Coast",Raritan,731504,3,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,2,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1,1,0,3,2,-9999,0,0,1,0,1,1,0,0,2,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1,2,0,1,1,1,0,1,0,1,0,1,0,2,0,1,1,2,0,1,1
111,36.06997,-79.952102,"494 Gallimore Dairy Rd, Greensboro, NC 27409, USA",27409,NC,Guilford County,"Gulf of Mexico, North Atlantic Coast",Deep,732180,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,0,0,1,0,1,3,4,1,0,1,0,0,0,1,0,0,0,2,0,0,1,3,0,0,1,2,0,0,1,3,0,0,1,1,0,1,0,3,0,0,1,4,0,0,1,2,0,1,1,2,0,1,1
112,42.24060806,-83.57089107,"288 Airport Industrial Dr, Ypsilanti, MI 48197, USA",48197,MI,Washtenaw County,St Lawrence,Huron,725572,3,1,1,0,-9999,1,0,2,0,3,0,0,0,3,1,1,1,3,2,1,2,2,0,1,1,3,1,1,1,2,2,1,1,3,1,1,2,2,1,1,1,1,0,1,0,3,1,1,1,2,0,1,1,0,0,2,0,-9999,0,0,2,0,2,1,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
113,37.50573,-121.954731,"4268 Solar Way, Fremont, CA 94538, USA",94538,CA,Alameda County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,0,0,2,0,-9999,0,0,2,0,2,1,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
114,42.57890007,-70.91018874,"78 Cherry Hill Dr, Beverly, MA 01915, USA",1915,MA,Essex County,Atlantic Ocean Seaboard,Charles,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,0,0,2,0,-9999,0,0,2,0,2,1,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
115,34.775276,-86.66199796,"205 Import Cir NW, Huntsville, AL 35806, USA",35806,AL,Madison County,Mississippi - Missouri,Wheeler Lake,742623,0,0,1,1,-9999,0,0,2,0,2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,1,1,1,0,0,2,0,2,0,0,0,4,1,1,2,3,2,0,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,2,3,0,1,1
116,42.57045099,-70.88128098,"34 Tozer Rd, Beverly, MA 01915, USA",1915,MA,Essex County,Atlantic Ocean Seaboard,Charles,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,4,2,1,1,1,0,0,2,0,2,0,0,0,4,1,1,2,3,2,0,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,2,3,0,1,1
117,33.78982399,-118.002308,"11861 Western Ave, Garden Grove, CA 92841, USA",92841,CA,Orange County,California,Seal Beach,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,2,0,2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
118,42.6288252,-71.36040775,"75 Technology Dr, Lowell, MA 01851, USA",1851,MA,Middlesex County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,2,0,-9999,1,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,1,0,1,0
119,45.52203798,-122.446392,"21015 SE Stark St, Gresham, OR 97030, USA",97030,OR,Multnomah County,Columbia and Northwestern United States,Lower Columbia / Sandy,782300,0,0,0,0,-9999,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
120,42.71301584,-71.17869194,"65 Manchester St, Lawrence, MA 01841, USA",1841,MA,Essex County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
121,37.37579499,-121.980853,"3000 Oakmead Village Ct, Santa Clara, CA 95051, USA",95051,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
122,33.41660801,-111.972025,"1200 S 52nd St, Tempe, AZ 85281, USA",85281,AZ,Maricopa County,"North America, Colorado",Lower Salt,772221,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
123,38.789819,-104.806221,"1150 E Cheyenne Mountain Blvd, Colorado Springs, CO 80906, USA",80906,CO,El Paso County,Mississippi - Missouri,Fountain,742499,4,2,1,1,1,0,0,2,0,2,0,0,0,4,1,1,2,3,2,0,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,2,3,0,1,1,2,1,0,0,-9999,0,0,2,0,2,0,0,0,2,1,1,1,3,2,1,2,1,0,1,0,2,1,1,1,2,2,1,1,3,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,1
